slug,state_name,state_code,state_slug,city_name,city_slug,avg_premium,avg_rent,top_insurer,avg_property_value,title,subtitle,excerpt,metaTitle,metaDescription,metaKeywords,status,isPublished,showAds
renters-insurance/california,California,CA,california,$180/year,$2500/month,Lemonade,$35000,Renters Insurance in California (2024 Guide),Protect your belongings in CA,California renters pay an average of $180/year. Most landlords require coverage.,Renters Insurance California | Compare Renters Rates (2024),Find affordable renters insurance in California. Average $180/year. Protect your belongings. Most landlords require it. Compare quotes today.,"renters insurance california,california renters insurance,apartment insurance ca",PUBLISHED,true,true
renters-insurance/california/los-angeles,California,CA,california,Los Angeles,los-angeles,$220/year,$2800/month,Lemonade,$40000,Renters Insurance in Los Angeles CA (2024),LA renters insurance options,Los Angeles renters pay higher premiums. Average $220/year.,Renters Insurance Los Angeles CA | Compare LA Rates,Find renters insurance in Los Angeles. Average $220/year. Higher due to property values. Compare quotes today.,"renters insurance los angeles,LA renters insurance,los angeles apartment insurance",PUBLISHED,true,true
renters-insurance/california/san-francisco,California,CA,california,San Francisco,san-francisco,$280/year,$3500/month,Jetty,$50000,Renters Insurance in San Francisco CA (2024),SF renters insurance,San Francisco has highest renters premiums. Average $280/year.,Renters Insurance San Francisco CA | Compare SF Rates,Find renters insurance in San Francisco. Average $280/year. Highest premiums in CA. Compare quotes today.,"renters insurance san francisco,SF renters insurance,san francisco apartment insurance",PUBLISHED,true,true
renters-insurance/new-york,New York,NY,new-york,$220/year,$3200/month,Jetty,$40000,Renters Insurance in New York (2024 Guide),NY renters coverage options,New York renters pay an average of $220/year. Required by most landlords.,Renters Insurance New York | Compare Renters Rates (2024),Find affordable renters insurance in New York. Average $220/year. Required by most landlords. Compare quotes today.,"renters insurance new york,new york renters insurance,apartment insurance ny",PUBLISHED,true,true
renters-insurance/new-york/nyc,New York,NY,new-york,New York City,new-york-city,$280/year,$3800/month,Jetty,$48000,Renters Insurance in New York City (2024),NYC renters insurance,NYC has highest renters insurance rates. Average $280/year.,Renters Insurance New York City | Compare NYC Rates,Find renters insurance in NYC. Average $280/year. Required by most landlords. Compare quotes today.,"renters insurance nyc,nyc renters insurance,new york city apartment insurance",PUBLISHED,true,true
renters-insurance/texas,Texas,TX,texas,$160/year,$1800/month,Assurant,$30000,Renters Insurance in Texas (2024 Guide),Texas renters coverage options,Texas renters pay an average of $160/year. Affordable protection for your belongings.,Renters Insurance Texas | Compare Renters Rates (2024),Find affordable renters insurance in Texas. Average $160/year. Protect your belongings. Compare quotes today.,"renters insurance texas,texas renters insurance,apartment insurance tx",PUBLISHED,true,true
renters-insurance/texas/austin,Texas,TX,texas,$175/year,$1950/month,Assurant,$32000,Renters Insurance in Austin TX (2024),Austin renters insurance,Austin renters pay slightly higher. Average $175/year.,Renters Insurance Austin TX | Compare Austin Rates,Find renters insurance in Austin. Average $175/year. Growing city with competitive rates. Compare quotes today.,"renters insurance austin,austin renters insurance",PUBLISHED,true,true
renters-insurance/texas/houston,Texas,TX,texas,$165/year,$1750/month,Assurant,$29000,Renters Insurance in Houston TX (2024),Houston renters insurance,Houston has affordable renters insurance. Average $165/year.,Renters Insurance Houston TX | Compare Houston Rates,Find renters insurance in Houston. Average $165/year. Protect your belongings. Compare quotes today.,"renters insurance houston,houston renters insurance",PUBLISHED,true,true
renters-insurance/florida,Florida,FL,florida,$175/year,$2400/month,State Farm,$32000,Renters Insurance in Florida (2024 Guide),Florida renters coverage options,Florida renters pay an average of $175/year. Hurricane coverage considerations.,Renters Insurance Florida | Compare Renters Rates (2024),Find affordable renters insurance in Florida. Average $175/year. Consider hurricane coverage. Compare quotes today.,"renters insurance florida,florida renters insurance,apartment insurance fl",PUBLISHED,true,true
renters-insurance/florida/miami,Florida,FL,florida,Miami,miami,$195/year,$2600/month,State Farm,$35000,Renters Insurance in Miami FL (2024),Miami renters insurance,Miami renters pay higher premiums. Average $195/year.,Renters Insurance Miami FL | Compare Miami Rates,Find renters insurance in Miami. Average $195/year. Higher due to property values. Compare quotes today.,"renters insurance miami,miami renters insurance",PUBLISHED,true,true
renters-insurance/illinois,Illinois,IL,illinois,$145/year,$1650/month,State Farm,$28000,Renters Insurance in Illinois (2024 Guide),Illinois renters coverage options,Illinois renters pay an average of $145/year. Very affordable protection.,Renters Insurance Illinois | Compare Renters Rates (2024),Find affordable renters insurance in Illinois. Average $145/year. Protect your belongings. Compare quotes today.,"renters insurance illinois,illinois renters insurance,apartment insurance il",PUBLISHED,true,true
renters-insurance/illinois/chicago,Illinois,IL,illinois,Chicago,chicago,$165/year,$1950/month,State Farm,$32000,Renters Insurance in Chicago IL (2024),Chicago renters insurance,Chicago renters pay moderate rates. Average $165/year.,Renters Insurance Chicago IL | Compare Chicago Rates,Find renters insurance in Chicago. Average $165/year. Protect your belongings. Compare quotes today.,"renters insurance chicago,chicago renters insurance",PUBLISHED,true,true
